Acceleration;Car;Cylinders;Displacement;Horsepower;MPG;Model;Origin;RHS;Weight
?;?;2.0;29.0;?;5.2;3.0;?;Cylinders;35.0
0.1;?;2.0;2.0;?;7.8;1.0;0.0;Cylinders;265.0
0.7;12.0;2.0;?;1.0;0.8;?;0.0;Cylinders;?
?;20.0;2.0;81.0;?;3.8;?;0.0;Cylinders;59.0
?;?;2.0;2.0;0.0;?;?;0.0;Cylinders;403.0
0.6;8.0;2.0;60.0;?;1.0;1.0;0.0;Cylinders;373.0
0.2;?;2.0;33.0;?;0.8;?;0.0;Cylinders;?
0.7;?;2.0;33.0;?;0.3;?;0.0;Cylinders;?
?;?;2.0;68.0;?;?;2.0;0.0;Cylinders;90.0
?;?;2.0;33.0;?;?;2.0;0.0;Cylinders;55.0
2.8;?;2.0;33.0;22.0;?;?;0.0;Cylinders;5.0
2.8;11.0;2.0;37.0;?;?;0.0;?;Cylinders;810.0
?;?;2.0;60.0;10.0;4.0;4.0;0.0;Cylinders;45.0
0.1;8.0;2.0;92.0;8.0;?;3.0;0.0;Cylinders;?
?;9.0;2.0;10.0;8.0;?;1.0;?;Cylinders;?
?;?;2.0;?;2.0;0.0;?;?;Cylinders;59.0
?;9.0;2.0;102.0;?;?;1.0;?;Cylinders;61.0
5.8;13.0;2.0;60.0;?;?;3.0;0.0;Cylinders;5.0
0.0;13.0;2.0;?;1.0;?;1.0;?;Cylinders;?
2.7;?;2.0;35.0;2.0;2.5;?;0.83;Cylinders;330.0
1.3;?;2.0;?;10.0;0.5;?;0.92;Cylinders;20.0
?;?;2.0;35.0;0.0;?;?;0.0;Cylinders;440.0
2.5;?;2.0;24.0;?;0.7;2.0;0.0;Cylinders;?
?;?;2.0;22.0;25.0;1.2;1.0;0.0;Cylinders;22.0
?;12.0;2.0;4.0;5.0;3.5;2.0;0.0;Cylinders;30.0
0.1;?;2.0;58.0;3.0;4.0;?;0.0;Cylinders;237.0
?;?;2.0;30.0;20.0;0.7;2.0;0.0;Cylinders;58.0
1.2;?;2.0;64.0;0.0;1.9;?;?;Cylinders;389.0
?;12.0;2.0;60.0;?;?;1.0;0.0;Cylinders;257.0
?;11.0;2.0;?;?;1.6;?;0.0;Cylinders;70.0
?;14.0;2.0;6.0;?;2.7;1.0;?;Cylinders;482.0
6.4;28.0;2.0;29.0;?;1.5;2.0;0.0;Cylinders;5.0
2.8;15.0;2.0;52.0;19.0;0.9;3.0;0.0;Cylinders;80.0
1.5;?;2.0;2.0;25.0;?;4.0;0.0;Cylinders;350.0
2.0;14.0;2.0;78.0;1.0;2.0;1.0;0.0;Cylinders;?
0.6;13.0;2.0;80.0;?;1.0;1.0;0.92;Cylinders;55.0
0.1;?;2.0;16.0;?;?;?;0.91;Cylinders;210.0
?;?;2.0;12.0;11.0;?;?;?;Cylinders;?
1.3;?;2.0;6.0;8.0;?;0.0;0.91;Cylinders;60.0
0.0;4.0;2.0;33.0;?;?;?;0.0;Cylinders;?
?;11.0;2.0;11.0;?;3.2;3.0;?;Cylinders;600.0
?;?;2.0;5.0;36.0;?;0.0;0.91;Cylinders;295.0
?;?;2.0;223.0;?;8.5;6.0;0.0;Cylinders;1.0
?;10.0;2.0;31.0;2.0;1.0;2.0;?;Cylinders;121.0
?;?;2.0;48.0;?;?;0.0;0.0;Cylinders;?
?;15.0;2.0;130.0;?;3.0;1.0;?;Cylinders;42.0
?;28.0;2.0;29.0;?;3.4;?;0.0;Cylinders;5.0
1.0;19.0;2.0;41.0;?;0.1;4.0;0.0;Cylinders;225.0
0.6;14.0;2.0;92.0;?;9.0;?;0.0;Cylinders;1.0
?;16.0;2.0;22.0;?;10.0;2.0;0.0;Cylinders;169.0
?;26.0;2.0;111.0;?;11.0;0.0;0.0;Cylinders;65.0
?;18.0;2.0;17.0;20.0;?;?;0.0;Cylinders;252.0
3.1;?;2.0;7.0;20.0;6.2;0.0;0.92;Cylinders;?
1.0;16.0;2.0;68.0;25.0;0.3;?;0.0;Cylinders;185.0
3.5;16.0;2.0;6.0;?;1.9;?;?;Cylinders;40.0
0.8;?;2.0;?;0.0;?;?;?;Cylinders;33.0
0.5;?;2.0;5.0;?;?;?;0.91;Cylinders;190.0
0.0;18.0;2.0;35.0;?;1.0;2.0;0.0;Cylinders;275.0
?;?;2.0;150.0;15.0;1.7;?;?;Cylinders;10.0
0.8;?;2.0;95.0;3.0;2.0;?;?;Cylinders;29.0
?;?;2.0;48.0;?;?;0.0;0.0;Cylinders;368.0
0.9;?;2.0;31.0;25.0;8.5;?;0.0;Cylinders;419.0
?;?;2.0;153.0;0.0;2.0;0.0;?;Cylinders;?
4.6;?;2.0;54.0;?;?;1.0;0.0;Cylinders;65.0
?;14.0;2.0;58.0;?;5.0;?;0.0;Cylinders;43.0
?;13.0;2.0;?;?;3.0;0.0;?;Cylinders;37.0
?;?;2.0;6.0;?;?;5.0;0.91;Cylinders;365.0
1.3;?;2.0;22.0;13.0;?;?;0.0;Cylinders;370.0
?;?;2.0;39.0;?;?;4.0;0.91;Cylinders;2.0
?;15.0;2.0;17.0;?;0.3;3.0;0.0;Cylinders;?
?;22.0;2.0;52.0;0.0;5.2;1.0;?;Cylinders;95.0
?;?;2.0;70.0;?;0.1;5.0;0.0;Cylinders;260.0
?;15.0;2.0;33.0;?;0.8;?;0.0;Cylinders;702.0
?;?;2.0;7.0;20.0;6.2;0.0;?;Cylinders;?
0.6;10.0;2.0;92.0;?;7.5;5.0;0.0;Cylinders;69.0
0.0;11.0;2.0;116.0;?;?;0.0;?;Cylinders;345.0
1.5;14.0;2.0;54.0;?;1.0;0.0;0.0;Cylinders;921.0
2.7;?;2.0;42.0;25.0;?;2.0;0.0;Cylinders;25.0
?;14.0;2.0;47.0;?;?;?;0.0;Cylinders;152.0
3.4;?;2.0;49.0;?;?;2.0;0.0;Cylinders;67.0
4.0;10.0;2.0;?;17.0;4.0;4.0;0.0;Cylinders;5.0
?;15.0;2.0;12.0;?;2.0;4.0;0.0;Cylinders;?
?;15.0;2.0;33.0;37.0;?;4.0;0.0;Cylinders;3.0
6.8;13.0;2.0;54.0;28.0;7.5;1.0;0.0;Cylinders;5.0
1.6;14.0;2.0;24.0;0.0;?;?;0.0;Cylinders;?
?;14.0;2.0;48.0;0.0;?;?;0.0;Cylinders;?
?;9.0;2.0;?;?;?;0.0;?;Cylinders;65.0
0.0;12.0;2.0;153.0;0.0;?;0.0;0.91;Cylinders;1009.0
?;9.0;2.0;?;12.0;?;?;?;Cylinders;61.0
2.5;9.0;2.0;?;?;0.0;1.0;0.0;Cylinders;591.0
?;?;2.0;70.0;7.0;0.5;2.0;?;Cylinders;5.0
0.2;14.0;2.0;49.0;2.0;?;1.0;0.0;Cylinders;110.0
7.5;?;2.0;92.0;55.0;0.0;5.0;0.0;Cylinders;37.0
0.0;9.0;2.0;91.0;?;?;?;0.91;Cylinders;?
?;13.0;2.0;60.0;?;1.1;2.0;0.0;Cylinders;?
3.8;11.0;2.0;120.0;30.0;?;1.0;0.92;Cylinders;8.0
3.6;?;2.0;87.0;?;6.0;?;0.0;Cylinders;8.0
0.7;?;2.0;76.0;?;?;3.0;0.0;Cylinders;?
?;12.0;2.0;78.0;0.0;1.8;5.0;0.0;Cylinders;?
?;21.0;2.0;25.0;?;0.8;1.0;0.0;Cylinders;?
?;10.0;2.0;42.0;10.0;8.0;?;0.0;Cylinders;469.0
?;11.0;2.0;51.0;?;?;1.0;?;Cylinders;?
?;?;2.0;29.0;19.0;5.2;?;0.91;Cylinders;35.0
?;3.0;2.0;49.0;?;0.2;1.0;0.0;Cylinders;295.0
0.1;?;2.0;10.0;5.0;3.8;4.0;0.91;Cylinders;?
5.0;?;2.0;15.0;?;1.0;?;0.0;Cylinders;64.0
?;?;2.0;54.0;8.0;0.3;?;0.83;Cylinders;1190.0
0.1;22.0;2.0;44.0;19.0;0.4;?;0.0;Cylinders;763.0
4.3;13.0;2.0;56.0;?;0.9;?;0.0;Cylinders;1315.0
0.0;13.0;2.0;60.0;?;?;1.0;0.0;Cylinders;210.0
0.4;9.0;2.0;60.0;1.0;?;?;0.0;Cylinders;?
2.5;?;2.0;30.0;10.0;0.0;0.0;0.0;Cylinders;307.0
0.5;9.0;2.0;25.0;13.0;?;?;?;Cylinders;155.0
?;?;2.0;52.0;30.0;0.0;?;0.0;Cylinders;?
0.3;?;2.0;95.0;2.0;?;0.0;0.92;Cylinders;83.0
2.2;?;2.0;5.0;?;0.3;4.0;?;Cylinders;190.0
0.9;3.0;2.0;42.0;27.0;?;?;0.0;Cylinders;195.0
0.9;13.0;2.0;7.0;?;7.0;0.0;0.92;Cylinders;?
?;?;2.0;76.0;5.0;?;?;0.0;Cylinders;44.0
0.7;12.0;2.0;84.0;0.0;1.0;0.0;0.92;Cylinders;?
?;13.0;2.0;6.0;7.0;2.0;?;0.91;Cylinders;407.0
?;11.0;2.0;44.0;?;6.9;0.0;0.83;Cylinders;?
?;16.0;2.0;30.0;10.0;?;?;0.0;Cylinders;67.0
?;17.0;2.0;47.0;10.0;?;?;0.0;Cylinders;22.0
4.1;6.0;2.0;81.0;10.0;6.3;7.0;0.0;Cylinders;58.0
?;?;2.0;46.0;10.0;0.5;?;0.0;Cylinders;330.0
?;19.0;2.0;93.0;?;0.4;1.0;0.0;Cylinders;105.0
?;?;2.0;35.0;?;3.0;1.0;0.83;Cylinders;15.0
4.4;16.0;2.0;77.0;39.0;0.3;0.0;0.0;Cylinders;?
1.5;15.0;2.0;48.0;?;7.0;3.0;0.92;Cylinders;8.0
0.2;?;2.0;77.0;20.0;?;?;?;Cylinders;38.0
?;28.0;2.0;29.0;0.0;2.5;3.0;0.0;Cylinders;50.0
?;11.0;2.0;92.0;112.0;1.6;2.0;0.0;Cylinders;70.0
4.3;10.0;2.0;112.0;2.0;3.5;0.0;0.92;Cylinders;?
?;17.0;2.0;30.0;10.0;0.0;0.0;0.0;Cylinders;?
?;15.0;2.0;49.0;5.0;6.5;?;0.0;Cylinders;420.0
?;?;2.0;4.0;17.0;6.0;?;0.0;Cylinders;?
?;10.0;2.0;112.0;?;0.4;?;?;Cylinders;60.0
0.0;14.0;2.0;33.0;12.0;2.7;?;?;Cylinders;?
2.0;?;2.0;49.0;17.0;8.0;?;0.0;Cylinders;533.0
5.1;?;2.0;40.0;1.0;0.2;3.0;?;Cylinders;930.0
?;?;2.0;25.0;?;?;1.0;0.0;Cylinders;325.0
?;15.0;2.0;44.0;?;3.0;3.0;0.0;Cylinders;315.0
0.7;?;2.0;60.0;4.0;?;1.0;0.0;Cylinders;195.0
0.1;?;2.0;91.0;18.0;4.0;1.0;0.0;Cylinders;467.0
0.0;?;2.0;34.0;?;?;0.0;?;Cylinders;188.0
?;?;2.0;5.0;?;?;1.0;0.91;Cylinders;73.0
7.5;?;2.0;46.0;?;1.0;?;0.0;Cylinders;?
6.5;?;2.0;60.0;40.0;0.0;2.0;0.0;Cylinders;?
3.0;?;2.0;68.0;?;0.9;?;0.0;Cylinders;90.0
?;?;2.0;52.0;?;?;1.0;0.0;Cylinders;45.0
0.0;10.0;2.0;74.0;9.0;?;4.0;?;Cylinders;854.0
?;?;2.0;2.0;?;?;?;0.0;Cylinders;227.0
?;14.0;2.0;5.0;?;?;6.0;0.91;Cylinders;20.0
?;15.0;2.0;119.0;10.0;?;0.0;0.0;Cylinders;?
1.3;?;2.0;69.0;5.0;1.2;2.0;0.0;Cylinders;?
?;?;2.0;?;12.0;0.0;1.0;?;Cylinders;12.0
0.9;17.0;2.0;52.0;?;1.5;?;?;Cylinders;54.0
3.7;17.0;2.0;80.0;2.0;0.8;6.0;?;Cylinders;14.0
3.0;12.0;2.0;64.0;1.0;?;1.0;0.91;Cylinders;?
2.3;23.0;2.0;?;22.0;0.0;0.0;0.0;Cylinders;?
3.4;?;2.0;52.0;?;1.7;?;0.0;Cylinders;?
3.0;?;2.0;48.0;0.0;?;?;0.0;Cylinders;?
3.7;15.0;2.0;37.0;?;0.5;3.0;0.0;Cylinders;209.0
0.0;11.0;2.0;34.0;12.0;6.5;1.0;?;Cylinders;?
?;10.0;2.0;60.0;0.0;2.1;?;0.0;Cylinders;170.0
0.5;6.0;2.0;69.0;?;2.7;0.0;0.0;Cylinders;?
?;27.0;2.0;35.0;0.0;?;1.0;0.0;Cylinders;5.0
1.9;?;2.0;6.0;5.0;?;?;0.91;Cylinders;50.0
?;8.0;2.0;92.0;?;5.0;0.0;0.0;Cylinders;?
0.0;8.0;2.0;111.0;20.0;?;?;0.0;Cylinders;119.0
?;10.0;2.0;?;?;?;4.0;0.0;Cylinders;5.0
3.0;16.0;2.0;33.0;24.0;3.5;1.0;0.0;Cylinders;?
3.0;?;2.0;9.0;15.0;3.2;?;0.0;Cylinders;?
0.2;13.0;2.0;?;0.0;4.0;?;?;Cylinders;?
?;?;2.0;44.0;?;?;?;0.0;Cylinders;39.0
?;17.0;2.0;80.0;?;?;?;?;Cylinders;8.0
0.7;?;2.0;44.0;?;2.2;?;0.0;Cylinders;?
0.3;?;2.0;44.0;?;2.2;?;0.0;Cylinders;?
?;24.0;2.0;10.0;0.0;?;1.0;0.0;Cylinders;155.0
?;15.0;2.0;68.0;30.0;?;2.0;0.0;Cylinders;90.0
0.9;?;2.0;5.0;24.0;?;?;?;Cylinders;295.0
4.0;22.0;2.0;80.0;?;?;0.0;0.0;Cylinders;5.0
?;11.0;2.0;?;?;5.0;1.0;?;Cylinders;8.0
?;?;2.0;37.0;5.0;?;2.0;0.0;Cylinders;?
2.5;11.0;2.0;?;0.0;?;0.0;?;Cylinders;742.0
2.0;?;2.0;77.0;3.0;2.0;?;0.92;Cylinders;157.0
?;13.0;2.0;69.0;5.0;?;1.0;0.0;Cylinders;615.0
5.0;?;2.0;51.0;?;3.0;?;?;Cylinders;5.0
1.2;11.0;2.0;120.0;3.0;2.0;0.0;?;Cylinders;203.0
1.0;?;2.0;48.0;2.0;3.5;7.0;0.0;Cylinders;92.0
6.1;?;2.0;52.0;58.0;0.0;?;0.0;Cylinders;?
0.1;14.0;2.0;81.0;0.0;?;?;0.0;Cylinders;260.0
0.0;8.0;2.0;111.0;?;?;6.0;0.0;Cylinders;?
1.2;14.0;2.0;26.0;?;?;?;0.0;Cylinders;?
4.0;?;2.0;5.0;10.0;3.7;1.0;?;Cylinders;?
0.2;9.0;2.0;92.0;7.0;?;3.0;0.0;Cylinders;?
?;?;2.0;?;1.0;3.0;1.0;?;Cylinders;42.0
4.6;13.0;2.0;5.0;18.0;?;?;0.91;Cylinders;73.0
?;?;2.0;31.0;?;?;2.0;0.0;Cylinders;204.0
?;9.0;2.0;95.0;12.0;0.9;?;0.92;Cylinders;231.0
?;12.0;2.0;92.0;2.0;?;?;0.0;Cylinders;195.0
1.6;?;2.0;6.0;?;?;3.0;0.91;Cylinders;210.0
3.1;14.0;2.0;7.0;20.0;?;0.0;?;Cylinders;395.0
0.3;?;2.0;?;2.0;0.0;1.0;?;Cylinders;236.0
?;18.0;2.0;59.0;1.0;4.5;?;0.0;Cylinders;107.0
?;13.0;2.0;33.0;18.0;1.5;?;0.0;Cylinders;153.0
0.5;11.0;2.0;50.0;17.0;?;?;0.0;Cylinders;?
0.5;16.0;2.0;5.0;20.0;5.5;1.0;?;Cylinders;?
0.3;14.0;2.0;16.0;?;6.5;1.0;0.91;Cylinders;?
0.5;?;2.0;50.0;?;9.4;?;0.0;Cylinders;314.0
4.7;16.0;2.0;38.0;?;?;?;0.0;Cylinders;70.0
5.8;9.0;2.0;70.0;?;0.9;3.0;0.0;Cylinders;6.0
?;?;2.0;49.0;?;?;1.0;0.0;Cylinders;13.0
3.8;14.0;2.0;17.0;?;?;0.0;0.91;Cylinders;?
0.0;11.0;2.0;?;15.0;2.0;0.0;0.92;Cylinders;?
?;13.0;2.0;35.0;?;1.0;4.0;0.83;Cylinders;3.0
2.7;17.0;2.0;12.0;0.0;?;1.0;0.0;Cylinders;424.0
?;9.0;2.0;?;2.0;?;?;?;Cylinders;205.0
1.8;13.0;2.0;16.0;20.0;?;3.0;?;Cylinders;40.0
?;?;2.0;60.0;88.0;1.3;?;0.0;Cylinders;15.0
?;15.0;2.0;60.0;20.0;0.6;0.0;0.0;Cylinders;?
0.0;?;2.0;47.0;?;1.5;?;0.0;Cylinders;?
?;17.0;2.0;30.0;?;0.2;?;0.0;Cylinders;?
?;17.0;2.0;30.0;?;0.5;?;0.0;Cylinders;?
0.2;?;2.0;58.0;?;2.5;4.0;0.0;Cylinders;149.0
0.2;9.0;2.0;69.0;?;2.0;6.0;?;Cylinders;?
?;9.0;2.0;61.0;?;1.8;?;0.0;Cylinders;?
?;?;2.0;81.0;16.0;7.6;?;0.0;Cylinders;1.0
3.4;?;2.0;49.0;5.0;?;2.0;0.0;Cylinders;?
?;?;2.0;5.0;?;2.4;0.0;?;Cylinders;?
0.1;?;2.0;59.0;?;1.0;8.0;0.0;Cylinders;?
0.5;7.0;2.0;60.0;7.0;?;?;0.0;Cylinders;?
?;?;2.0;141.0;?;0.2;?;0.92;Cylinders;23.0
?;12.0;2.0;42.0;?;?;?;0.0;Cylinders;33.0
?;10.0;2.0;5.0;?;5.2;?;0.83;Cylinders;375.0
6.4;?;2.0;130.0;0.0;0.0;?;0.92;Cylinders;32.0
?;?;2.0;104.0;0.0;0.9;?;0.92;Cylinders;760.0
?;?;2.0;111.0;12.0;0.0;?;0.92;Cylinders;33.0
0.2;16.0;2.0;6.0;?;2.3;?;?;Cylinders;365.0
0.2;9.0;2.0;92.0;7.0;3.6;?;0.0;Cylinders;?
4.7;?;2.0;112.0;2.0;0.4;?;?;Cylinders;60.0
?;?;2.0;44.0;19.0;?;0.0;0.0;Cylinders;?
?;15.0;2.0;52.0;?;0.1;?;0.0;Cylinders;205.0
?;?;2.0;57.0;?;?;?;0.0;Cylinders;175.0
?;?;2.0;5.0;7.0;?;?;?;Cylinders;?
0.6;23.0;2.0;52.0;0.0;1.8;4.0;0.92;Cylinders;29.0
4.6;?;2.0;48.0;7.0;?;?;0.0;Cylinders;229.0
?;?;2.0;47.0;4.0;6.4;?;?;Cylinders;32.0
5.0;8.0;2.0;103.0;43.0;1.0;0.0;0.0;Cylinders;?
?;15.0;2.0;29.0;?;?;1.0;?;Cylinders;60.0
0.5;?;2.0;6.0;?;0.6;?;0.91;Cylinders;25.0
1.5;?;2.0;5.0;?;?;1.0;?;Cylinders;?
0.3;9.0;2.0;60.0;7.0;?;?;0.0;Cylinders;?
1.6;16.0;2.0;4.0;?;?;?;0.0;Cylinders;189.0
1.8;14.0;2.0;58.0;7.0;0.3;9.0;0.0;Cylinders;57.0
?;12.0;2.0;64.0;1.0;4.0;1.0;0.91;Cylinders;400.0
0.6;?;2.0;29.0;30.0;?;0.0;?;Cylinders;?
1.5;14.0;2.0;111.0;?;0.0;1.0;?;Cylinders;12.0
?;?;2.0;24.0;?;0.0;?;0.91;Cylinders;420.0
?;11.0;2.0;102.0;2.0;?;0.0;0.0;Cylinders;757.0
?;17.0;2.0;58.0;?;2.1;5.0;0.0;Cylinders;184.0
?;14.0;2.0;16.0;?;0.0;1.0;?;Cylinders;399.0
?;?;2.0;22.0;25.0;6.7;0.0;0.0;Cylinders;144.0
?;13.0;2.0;1.0;?;1.3;1.0;?;Cylinders;?
?;?;2.0;93.0;40.0;0.4;?;0.0;Cylinders;105.0
2.5;10.0;2.0;6.0;14.0;?;?;0.91;Cylinders;176.0
?;12.0;2.0;42.0;?;5.4;0.0;0.0;Cylinders;615.0
2.0;?;2.0;65.0;1.0;?;?;0.91;Cylinders;?
1.6;?;2.0;24.0;0.0;?;9.0;0.0;Cylinders;?
?;10.0;2.0;38.0;?;1.7;1.0;?;Cylinders;?
?;14.0;2.0;44.0;?;2.2;4.0;0.0;Cylinders;130.0
1.0;?;2.0;17.0;20.0;?;4.0;0.0;Cylinders;146.0
?;?;2.0;30.0;20.0;3.4;?;0.0;Cylinders;275.0
?;?;2.0;17.0;?;?;?;0.91;Cylinders;103.0
2.6;?;2.0;5.0;36.0;?;0.0;?;Cylinders;295.0
0.5;13.0;2.0;110.0;2.0;3.0;?;?;Cylinders;106.0
0.1;14.0;2.0;60.0;3.0;6.6;1.0;0.0;Cylinders;?
?;11.0;2.0;?;0.0;2.0;0.0;0.91;Cylinders;?
3.0;15.0;2.0;15.0;?;4.0;1.0;0.0;Cylinders;70.0
0.2;8.0;2.0;111.0;10.0;2.5;?;0.92;Cylinders;34.0
3.4;13.0;2.0;49.0;5.0;?;?;0.0;Cylinders;?
?;10.0;2.0;112.0;2.0;0.4;?;0.92;Cylinders;60.0
?;22.0;2.0;52.0;0.0;5.2;?;?;Cylinders;95.0
?;10.0;2.0;6.0;14.0;1.0;?;0.91;Cylinders;176.0
0.1;?;2.0;55.0;30.0;0.0;?;0.0;Cylinders;?
1.0;26.0;2.0;35.0;?;?;?;0.0;Cylinders;?
0.2;16.0;2.0;52.0;0.0;?;?;?;Cylinders;125.0
?;18.0;2.0;41.0;?;?;2.0;0.0;Cylinders;75.0
?;14.0;2.0;95.0;?;2.0;0.0;0.92;Cylinders;83.0
0.6;?;2.0;10.0;?;?;1.0;0.91;Cylinders;130.0
0.1;14.0;2.0;81.0;0.0;?;4.0;0.0;Cylinders;?
0.2;13.0;2.0;?;4.0;0.6;1.0;0.92;Cylinders;?
0.0;?;2.0;10.0;?;4.0;?;0.91;Cylinders;230.0
6.5;5.0;2.0;46.0;?;0.0;?;0.0;Cylinders;162.0
5.0;25.0;2.0;35.0;10.0;?;1.0;0.0;Cylinders;10.0
?;8.0;2.0;80.0;12.0;3.0;4.0;0.91;Cylinders;98.0
2.0;?;2.0;10.0;?;?;1.0;0.0;Cylinders;486.0
0.4;?;2.0;30.0;20.0;3.4;3.0;0.0;Cylinders;?
4.1;?;2.0;47.0;5.0;1.3;7.0;0.0;Cylinders;99.0
0.2;13.0;2.0;?;4.0;0.6;?;?;Cylinders;585.0
?;11.0;2.0;25.0;?;0.9;0.0;?;Cylinders;?
0.8;18.0;2.0;59.0;1.0;4.5;?;0.0;Cylinders;?
1.5;?;2.0;24.0;?;0.0;?;?;Cylinders;?
?;?;2.0;94.0;0.0;?;2.0;0.0;Cylinders;608.0
0.2;12.0;2.0;26.0;?;1.0;0.0;?;Cylinders;220.0
0.1;?;2.0;59.0;9.0;7.1;8.0;0.0;Cylinders;54.0
?;?;2.0;66.0;10.0;0.3;0.0;?;Cylinders;555.0
?;10.0;2.0;11.0;29.0;?;1.0;0.92;Cylinders;?
1.7;?;2.0;24.0;24.0;1.3;4.0;?;Cylinders;630.0
?;?;2.0;81.0;?;3.8;3.0;0.0;Cylinders;59.0
?;19.0;2.0;10.0;10.0;?;?;0.0;Cylinders;782.0
0.0;8.0;2.0;?;?;?;0.0;0.0;Cylinders;?
1.5;?;2.0;24.0;?;0.0;?;0.91;Cylinders;?
3.5;?;2.0;5.0;7.0;?;?;0.91;Cylinders;80.0
?;15.0;2.0;79.0;?;?;8.0;0.0;Cylinders;3.0
0.0;8.0;2.0;128.0;8.0;8.0;1.0;0.0;Cylinders;570.0
?;?;2.0;5.0;?;2.8;1.0;?;Cylinders;20.0
?;14.0;2.0;58.0;7.0;0.7;?;0.0;Cylinders;14.0
2.0;?;2.0;76.0;7.0;1.2;4.0;0.0;Cylinders;?
?;?;2.0;6.0;14.0;3.7;1.0;0.92;Cylinders;210.0
0.2;17.0;2.0;92.0;11.0;6.5;3.0;0.0;Cylinders;?
1.7;14.0;2.0;25.0;?;?;?;0.83;Cylinders;62.0
?;13.0;2.0;6.0;?;?;1.0;?;Cylinders;210.0
1.1;11.0;2.0;60.0;7.0;?;?;0.0;Cylinders;15.0
0.4;15.0;2.0;12.0;?;3.3;3.0;0.0;Cylinders;370.0
?;?;2.0;?;0.0;0.1;1.0;?;Cylinders;450.0
?;6.0;2.0;48.0;?;?;?;0.0;Cylinders;?
5.9;19.0;2.0;105.0;?;0.0;?;0.92;Cylinders;6.0
?;?;2.0;23.0;?;?;0.0;0.92;Cylinders;690.0
?;18.0;2.0;6.0;?;0.2;1.0;?;Cylinders;65.0
?;?;2.0;15.0;?;5.5;?;0.0;Cylinders;93.0
4.4;?;2.0;22.0;?;0.2;?;0.0;Cylinders;?
0.0;10.0;2.0;74.0;?;?;?;0.91;Cylinders;?
0.4;12.0;2.0;110.0;0.0;?;0.0;0.92;Cylinders;?
0.1;17.0;2.0;59.0;?;?;?;0.0;Cylinders;494.0
2.8;?;2.0;37.0;1.0;1.7;0.0;?;Cylinders;?
?;6.0;2.0;81.0;10.0;6.3;?;0.0;Cylinders;?
?;7.0;2.0;12.0;0.0;2.5;?;0.0;Cylinders;?
?;8.0;2.0;78.0;?;0.5;?;0.92;Cylinders;48.0
0.9;15.0;2.0;76.0;?;0.7;2.0;0.0;Cylinders;340.0
1.5;?;2.0;60.0;2.0;6.8;1.0;0.0;Cylinders;270.0
5.7;?;2.0;?;55.0;?;3.0;?;Cylinders;1.0
4.9;8.0;2.0;27.0;?;?;5.0;0.91;Cylinders;95.0
?;10.0;2.0;139.0;14.0;1.1;0.0;0.92;Cylinders;65.0
0.1;?;2.0;42.0;?;?;0.0;0.0;Cylinders;615.0
4.7;?;2.0;17.0;26.0;1.6;1.0;?;Cylinders;50.0
?;26.0;2.0;42.0;?;0.1;1.0;0.0;Cylinders;224.0
?;?;2.0;75.0;5.0;0.8;?;0.0;Cylinders;?
?;11.0;2.0;11.0;?;3.2;3.0;0.83;Cylinders;600.0
1.5;17.0;2.0;5.0;?;2.5;0.0;?;Cylinders;75.0
?;9.0;2.0;25.0;3.0;?;?;0.92;Cylinders;535.0
2.6;?;2.0;80.0;16.0;0.0;2.0;?;Cylinders;523.0
0.0;?;2.0;80.0;?;?;1.0;0.92;Cylinders;82.0
?;?;2.0;52.0;40.0;1.0;0.0;0.0;Cylinders;1302.0
0.7;13.0;2.0;60.0;4.0;3.8;1.0;0.0;Cylinders;195.0
?;16.0;2.0;15.0;?;?;?;0.0;Cylinders;64.0
0.0;3.0;2.0;?;25.0;?;0.0;0.0;Cylinders;?
0.5;13.0;2.0;21.0;?;3.0;2.0;0.91;Cylinders;230.0
0.1;?;2.0;15.0;5.0;?;6.0;0.0;Cylinders;364.0
4.3;?;2.0;56.0;14.0;0.9;1.0;0.0;Cylinders;1315.0
0.6;10.0;2.0;76.0;5.0;9.9;?;0.0;Cylinders;11.0
0.1;?;2.0;60.0;3.0;?;1.0;0.0;Cylinders;120.0
1.0;?;2.0;48.0;2.0;?;7.0;0.0;Cylinders;?
0.0;13.0;2.0;80.0;?;2.0;1.0;0.92;Cylinders;82.0
0.3;27.0;2.0;60.0;?;?;0.0;0.0;Cylinders;400.0
?;17.0;2.0;47.0;?;0.8;5.0;0.0;Cylinders;49.0
?;?;2.0;6.0;?;0.8;5.0;0.91;Cylinders;358.0
?;?;2.0;10.0;5.0;3.8;4.0;?;Cylinders;195.0
2.7;11.0;2.0;60.0;0.0;2.6;?;0.0;Cylinders;?
?;?;2.0;16.0;?;5.0;?;0.91;Cylinders;65.0
2.4;?;2.0;4.0;23.0;?;?;0.0;Cylinders;?
?;9.0;2.0;49.0;30.0;?;0.0;0.0;Cylinders;?
?;?;2.0;91.0;5.0;?;0.0;0.91;Cylinders;915.0
?;16.0;2.0;22.0;20.0;?;1.0;0.0;Cylinders;278.0
0.0;?;2.0;4.0;0.0;?;4.0;0.0;Cylinders;259.0
1.1;?;2.0;6.0;?;0.8;5.0;0.91;Cylinders;358.0
0.5;?;2.0;50.0;17.0;9.4;?;0.0;Cylinders;314.0
?;28.0;2.0;28.0;0.0;3.7;0.0;0.0;Cylinders;?
?;5.0;2.0;46.0;?;0.0;?;0.0;Cylinders;?
0.5;13.0;2.0;83.0;0.0;1.0;5.0;?;Cylinders;139.0
